budget,revenue,vote_average,vote_count,genres,release_date,popularity,runtime,year
50000000.0,50068310.0,6.4,223,"['Crime', 'Drama', 'Thriller']",1997-02-14,13.576765,121.0,1997
50000000.0,48169156.0,6.0,395,"['Action', 'Drama']",1997-08-22,19.434672,125.0,1997
50000000.0,109423648.0,7.5,1506,"['Drama', 'Thriller', 'Mystery']",1997-09-12,62.925175,104.0,1997
50000000.0,97607453.0,6.3,1067,"['Horror', 'Mystery']",2006-04-21,32.927994,125.0,2006
24000000.0,52313200.5,6.1,203,['Comedy'],2000-08-07,14.837288,118.0,2000
50000000.0,234989584.0,6.1,1611,['Comedy'],2012-04-04,39.920035,113.0,2012
50000000.0,44547681.0,6.8,582,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",1998-07-29,28.725621,140.0,1998
50000000.0,160602194.0,5.8,817,"['Action', 'Thriller']",2014-08-06,20.566554,89.0,2014
50000000.0,119208989.0,5.5,434,"['Action', 'Comedy', 'Crime']",1994-05-24,20.333953,104.0,1994
50000000.0,41482207.0,6.2,652,"['Comedy', 'Horror', 'Fantasy']",1990-06-15,33.98637,106.0,1990
50000000.0,83719388.0,7.2,1417,['Drama'],2014-10-08,42.472324,141.0,2014
50000000.0,52313200.5,5.8,255,"['Action', 'Thriller']",1997-09-26,15.931084,124.0,1997
45000000.0,129394835.0,6.1,1267,[],2004-09-10,29.880122,94.0,2004
50000000.0,40203020.0,6.1,750,[],2004-11-10,28.803802,108.0,2004
50000000.0,55495563.0,6.1,298,"['Thriller', 'Crime', 'Drama']",2003-10-03,14.993459,105.0,2003
50000000.0,49000000.0,4.5,104,"['Action', 'Thriller']",1994-02-18,9.114168,102.0,1994
50000000.0,69425966.0,4.4,269,"['Adventure', 'Family', 'Science Fiction']",2005-06-10,12.31101,92.0,2005
40000000.0,144056873.0,6.3,1233,"['Drama', 'Adventure', 'Romance', 'Thriller']",2000-02-11,41.362082,119.0,2000
50000000.0,49718611.0,5.9,189,"['Drama', 'Comedy', 'Romance']",2004-05-27,13.298205,119.0,2004
40000000.0,60462347.0,6.2,371,"['Action', 'Crime', 'Thriller']",2009-09-29,19.085403,99.0,2009
50000000.0,52313200.5,6.3,88,"['Drama', 'Romance']",1999-09-17,9.622345,137.0,1999
50000000.0,113309743.0,4.4,205,"['Drama', 'Thriller', 'Crime']",1996-06-28,11.106006,115.0,1996
50000000.0,83761844.0,5.0,149,"['Family', 'Comedy']",2010-06-04,12.25622,87.0,2010
50000000.0,105197635.0,5.8,510,"['Drama', 'Fantasy']",2010-10-15,13.365715,129.0,2010
50000000.0,56714147.0,6.0,268,"['Crime', 'Drama', 'Thriller']",2002-04-19,16.167093,120.0,2002
50000000.0,30303072.0,6.0,387,"['Action', 'Adventure', 'Crime', 'Thriller']",1995-10-06,23.073933,132.0,1995
50000000.0,82169884.0,6.0,654,"['Crime', 'Drama', 'Thriller']",2007-02-06,6.567065,121.0,2007
50000000.0,58900031.0,5.9,75,"['Comedy', 'Drama', 'Romance']",1999-10-13,6.22577,95.0,1999
50000000.0,42792561.0,6.2,286,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",2003-04-18,19.226763,98.0,2003
50000000.0,26199517.0,6.1,206,"['Crime', 'Drama', 'Mystery', 'Thriller']",2002-08-04,10.089065,110.0,2002
50000000.0,60161391.0,6.0,368,"['Drama', 'Thriller', 'Crime']",2009-02-03,13.391833,118.0,2009
50000000.0,42277365.0,5.6,373,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1996-08-09,21.637234,97.0,1996
70000000.0,23159305.0,7.6,1436,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",1999-08-06,61.245957,86.0,1999
50000000.0,34808403.0,7.1,775,"['Adventure', 'Comedy', 'Drama']",2004-12-10,25.237969,119.0,2004
50000000.0,25035950.0,6.6,428,"['War', 'Action', 'Drama', 'History', 'Thriller']",2016-06-24,21.589393,104.0,2016
50000000.0,38955598.0,7.3,480,"['Drama', 'Thriller', 'Crime']",2003-02-21,22.442241,130.0,2003
40000000.0,52313200.5,5.4,120,"['Comedy', 'Action']",2005-02-25,6.004422,100.0,2005
50000000.0,71561644.0,6.3,1148,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2015-03-11,74.64653,114.0,2015
51500000.0,55112356.0,7.2,848,"['Thriller', 'Crime', 'Mystery']",2007-09-14,35.481169,100.0,2007
50000000.0,44434439.0,5.8,458,"['Action', 'Thriller', 'Adventure', 'Crime']",2005-09-30,14.723467,110.0,2005
60000000.0,66976317.0,6.2,367,"['Adventure', 'Drama', 'Action', 'History', 'War']",1999-10-18,21.084542,148.0,1999
49900000.0,26121638.0,5.2,501,['Comedy'],2011-04-08,21.408222,102.0,2011
50000000.0,38502340.0,5.8,391,"['Drama', 'Thriller', 'Mystery']",2011-09-30,19.267479,84.0,2011
50000000.0,10541523.0,5.9,81,"['Action', 'Drama', 'Thriller']",1997-11-07,3.314004,114.0,1997
50000000.0,16671505.0,5.8,274,"['Action', 'Adventure', 'Comedy', 'Family']",1994-07-01,21.312186,99.0,1994
50000000.0,10382407.0,5.5,108,"['Drama', 'History', 'Romance']",1995-10-13,7.44268,135.0,1995
22000000.0,24188922.0,6.5,235,"['Drama', 'Thriller']",2010-05-20,12.54949,108.0,2010
50000000.0,22944502.0,6.0,444,"['Action', 'Crime']",2005-09-22,18.394571,127.0,2005
50000000.0,9851610.0,5.2,44,"['Action', 'Thriller', 'Mystery', 'Romance']",1995-10-13,8.189406,95.0,1995
50000000.0,40828540.0,5.6,760,"['Action', 'Thriller', 'Science Fiction']",2009-09-03,27.631262,95.0,2009
60000000.0,60052138.0,5.6,984,"['Fantasy', 'Drama', 'Romance']",2013-02-13,40.721373,124.0,2013
55000000.0,52313200.5,5.9,132,"['Comedy', 'Crime', 'Drama', 'Thriller']",2002-03-28,11.329727,104.0,2002
50000000.0,55969000.0,4.7,797,['Comedy'],2016-02-06,37.253774,104.0,2016
50000000.0,6808550.0,5.0,76,"['Comedy', 'Crime']",2004-01-30,6.397388,88.0,2004
60000000.0,52313200.5,5.4,37,"['Comedy', 'Drama', 'Romance', 'Science Fiction']",2000-03-03,2.275331,105.0,2000
50000000.0,28931401.0,5.3,600,"['Fantasy', 'Thriller', 'Action', 'Crime']",2011-02-24,30.387148,105.0,2011
50000000.0,12764201.0,3.9,112,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2009-02-27,8.139676,97.0,2009
49000000.0,72700000.0,5.7,437,"['Action', 'Science Fiction', 'Thriller']",2001-11-02,21.746245,87.0,2001
49000000.0,20423389.0,6.2,71,[],1990-07-11,2.808428,104.0,1990
50000000.0,36348784.0,7.2,666,"['Drama', 'Comedy']",2009-04-01,31.02233,116.0,2009
48000000.0,207515725.0,6.9,562,"['Thriller', 'Drama', 'Crime']",2000-12-27,25.170217,147.0,2000
48000000.0,474171806.0,7.6,3152,"['Adventure', 'Action']",1989-05-24,80.972475,127.0,1989
24000000.0,68929150.0,6.5,639,"['Drama', 'Romance']",2012-09-06,26.38704,130.0,2012
73000000.0,151493655.0,6.5,826,"['Drama', 'Mystery', 'Thriller', 'Crime']",1999-11-04,33.884459,118.0,1999
48000000.0,196397415.0,6.5,1267,[],2002-03-29,53.043124,111.0,2002
24000000.0,52313200.5,4.3,13,['Horror'],2006-08-08,0.716764,104.0,2006
75000000.0,108000000.0,6.6,692,"['Action', 'Adventure', 'Comedy']",1999-09-27,34.973086,114.0,1999
50000000.0,3324330.0,6.1,547,"['Crime', 'Thriller']",2015-03-15,40.371098,137.0,2015
48000000.0,85498534.0,6.0,518,"['Adventure', 'Comedy']",2001-07-30,18.60049,112.0,2001
48000000.0,50315140.0,7.1,695,"['Drama', 'Science Fiction']",2001-10-22,30.920075,104.0,2001
24000000.0,52313200.5,6.0,418,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",2001-12-25,11.940711,118.0,2001
48000000.0,90383208.0,5.6,512,"['Fantasy', 'Comedy', 'Romance']",2000-10-19,19.348007,93.0,2000
58000000.0,25928721.0,6.6,68,"['Music', 'Drama', 'Crime', 'Romance']",1984-12-14,8.59075,127.0,1984
55000000.0,70016220.0,6.9,1188,['Western'],2007-09-06,48.801089,122.0,2007
48000000.0,325771424.0,6.1,2200,"['Thriller', 'Action']",2014-12-16,88.844777,109.0,2014
48000000.0,77745568.0,6.5,333,"['Romance', 'Comedy', 'Crime']",1998-06-26,16.000178,123.0,1998
47000000.0,102825796.0,5.7,594,"['Comedy', 'Drama', 'Thriller']",1996-06-10,19.525659,96.0,1996
24000000.0,528972.0,6.6,9,['Drama'],1998-09-16,1.246883,101.0,1998
47000000.0,103738726.0,5.9,251,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",1990-06-15,7.859226,103.0,1990
48000000.0,124305181.0,6.6,339,"['Drama', 'Crime', 'Romance']",1999-08-06,18.102572,113.0,1999
48000000.0,35743308.0,6.5,103,"['Comedy', 'Drama', 'Romance']",2001-10-19,7.226115,132.0,2001
15000000.0,125212904.0,7.2,1488,"['Action', 'Adventure', 'Thriller', 'War']",1982-10-22,63.071046,93.0,1982
24000000.0,52313200.5,7.7,357,"['Drama', 'Science Fiction', 'Adventure', 'Mystery']",1972-03-20,24.132271,167.0,1972
47000000.0,38085778.0,4.6,104,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",2006-09-14,10.410933,75.0,2006
47000000.0,12379402.0,5.7,74,"['Drama', 'Horror', 'Thriller', 'Romance']",1996-02-23,6.067212,104.0,1996
38000000.0,299288605.0,6.3,584,"['Comedy', 'Romance']",1997-06-19,15.401855,105.0,1997
24000000.0,52313200.5,5.5,252,"['Comedy', 'Romance']",2001-07-17,10.698929,102.0,2001
46000000.0,113714830.0,6.8,1148,"['Crime', 'Mystery', 'Thriller']",2002-05-24,41.322708,118.0,2002
46000000.0,150000000.0,7.0,661,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",1996-11-21,25.6713,111.0,1996
47000000.0,10539000.0,4.4,420,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",2010-06-18,22.581313,80.0,2010
46000000.0,100860818.0,6.2,232,"['Drama', 'Thriller', 'Mystery', 'War']",1996-07-04,12.971122,117.0,1996
45000000.0,181000000.0,6.4,1424,['Comedy'],1997-03-21,26.721386,86.0,1997
25000000.0,15436808.0,6.6,573,"['Crime', 'Drama', 'Thriller']",2016-07-13,24.672234,127.0,2016
46000000.0,5200000.0,6.5,2,"['Drama', 'History', 'War']",1981-05-04,0.146783,140.0,1981
46000000.0,341631208.0,5.0,543,"['Fantasy', 'Comedy', 'Family']",1994-05-26,28.964162,91.0,1994
45000000.0,376141306.0,6.1,2757,"['Action', 'Crime', 'Thriller']",2012-09-27,49.353524,91.0,2012
48000000.0,220673217.0,5.8,912,['Comedy'],2003-10-24,36.585509,84.0,2003
45000000.0,212000000.0,6.1,961,"['Comedy', 'Crime', 'Action']",2000-12-14,32.624355,111.0,2000
45000000.0,101702060.0,5.8,1309,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",2008-07-10,53.090422,93.0,2008
40000000.0,95149435.0,6.0,697,"['Comedy', 'Drama', 'Family', 'Romance']",2004-08-06,30.002907,113.0,2004
45000000.0,195268056.0,6.3,371,"['Drama', 'Mystery', 'Thriller', 'Crime']",1993-12-16,17.923254,141.0,1993
45000000.0,117615211.0,6.4,278,"['Drama', 'Thriller', 'Crime', 'Mystery']",1994-07-20,17.746719,119.0,1994
45000000.0,175372502.0,7.0,1111,"['Drama', 'Comedy']",2007-12-25,31.305336,97.0,2007
45000000.0,178051587.0,6.3,433,"['Drama', 'Action', 'Thriller', 'Crime']",1992-06-04,19.637704,117.0,1992
43000000.0,154749918.0,5.6,406,"['Romance', 'Comedy']",2005-05-13,10.411996,101.0,2005
46000000.0,122126687.0,7.9,3085,"['Drama', 'Thriller', 'Crime']",2013-09-18,88.496873,153.0,2013
45000000.0,104876233.0,7.3,1634,"['Action', 'Crime', 'Drama', 'Thriller']",2001-10-05,52.081131,104.0,2001
45000000.0,90683916.0,6.9,710,[],1999-12-23,30.816341,102.0,1999
45000000.0,141220678.0,5.4,982,['Comedy'],2001-07-04,35.376971,83.0,2001
45000000.0,165184237.0,6.5,501,"['Comedy', 'Family', 'Music']",2011-11-22,17.047276,103.0,2011
45000000.0,131183530.0,6.5,1905,[],1998-08-21,43.815492,120.0,1998
30000000.0,76669806.0,7.3,496,['Drama'],2005-01-14,23.234651,136.0,2005
45000000.0,94935764.0,5.9,299,"['Action', 'Adventure', 'Crime', 'Thriller']",2002-04-07,17.270539,89.0,2002
45000000.0,136885767.0,4.7,610,"['Adventure', 'Horror', 'Thriller']",1997-04-11,27.684779,89.0,1997
45000000.0,113916474.0,5.8,575,['Comedy'],2000-07-30,26.79781,100.0,2000
40000000.0,244931766.0,7.0,1869,"['Comedy', 'Romance', 'Drama']",2003-09-07,37.073127,135.0,2003
120000000.0,363258859.0,6.8,2303,"['Adventure', 'Animation', 'Comedy', 'Family']",1998-11-25,87.350802,95.0,1998
35000000.0,74558115.0,6.6,741,"['Horror', 'Mystery', 'Thriller']",2001-10-19,26.134678,122.0,2001
45000000.0,170362582.0,5.5,313,[],1994-10-07,16.582709,110.0,1994
45000000.0,53854588.0,5.9,150,"['Comedy', 'Drama', 'Romance']",1996-08-16,10.731574,135.0,1996
24000000.0,52313200.5,6.2,26,"['Comedy', 'Drama', 'Family']",1968-04-24,2.094151,111.0,1968
45000000.0,56070433.0,5.6,176,"['Romance', 'Comedy', 'Family']",2005-05-13,8.99269,95.0,2005
50000000.0,104478416.0,6.6,1315,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",2005-01-15,51.742065,109.0,2005
24000000.0,52313200.5,4.3,69,"['Comedy', 'Drama', 'Family']",2004-12-12,7.157635,104.0,2004
45000000.0,148412065.0,6.1,1292,"['Horror', 'Action', 'Science Fiction']",2007-09-20,12.06538,94.0,2007
40000000.0,123494610.0,6.6,1006,['Comedy'],2014-05-21,44.120328,117.0,2014
45000000.0,38399961.0,6.4,119,"['Adventure', 'Comedy', 'Drama']",2006-01-13,6.156015,112.0,2006
45000000.0,52313200.5,6.1,210,"['Action', 'Adventure', 'Crime', 'Thriller']",1994-09-30,12.362876,111.0,1994
45000000.0,52313200.5,5.9,134,"['Adventure', 'Family', 'Fantasy']",1995-07-14,11.095914,96.0,1995
45000000.0,82966152.0,6.2,766,"['Crime', 'Drama', 'Thriller']",2012-07-06,31.856589,131.0,2012
25000000.0,56422687.0,6.1,537,"['Action', 'Adventure', 'Crime', 'Thriller']",2004-09-06,24.459948,94.0,2004
40000000.0,160583018.0,6.0,852,"['Adventure', 'Action', 'Comedy']",2003-04-06,28.029015,88.0,2003
50000000.0,55181129.0,5.5,366,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",2006-07-27,20.239061,88.0,2006
40000000.0,30925690.0,6.5,562,"['Action', 'Science Fiction', 'Adventure']",1984-12-14,25.876582,137.0,1984
24000000.0,52313200.5,7.1,410,"['Adventure', 'Drama', 'Music', 'Romance']",2007-09-14,11.872841,133.0,2007
35000000.0,75225693.0,6.7,796,"['Drama', 'Romance']",2008-12-19,20.360549,119.0,2008
55000000.0,65664721.0,6.2,661,"['Action', 'Adventure', 'Crime', 'Thriller']",2006-03-01,32.31022,105.0,2006
70000000.0,72108608.0,5.4,676,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2008-08-20,27.568194,101.0,2008
45000000.0,52313200.5,4.7,100,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",1996-10-04,6.250282,92.0,1996
45000000.0,52313200.5,5.5,154,"['Comedy', 'Fantasy', 'Science Fiction']",1996-07-19,11.120344,117.0,1996
45000000.0,57881056.0,5.3,244,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",2009-07-31,13.707183,86.0,2009
35000000.0,29400000.0,6.5,215,"['Crime', 'Drama', 'Mystery', 'Thriller']",2001-01-09,12.495436,123.0,2001
45000000.0,38058335.0,6.1,151,"['Comedy', 'Music']",2005-12-25,6.803965,134.0,2005
45000000.0,17300889.0,4.7,136,"['Adventure', 'Action']",1996-06-06,9.025236,100.0,1996
57000000.0,52313200.5,5.8,60,"['Drama', 'Romance', 'Western']",2000-12-11,7.524671,117.0,2000
44000000.0,13681765.0,7.1,71,"['History', 'Drama']",1995-12-22,3.770161,104.0,1995
45000000.0,60222298.0,6.7,670,"['Thriller', 'Mystery']",2010-02-12,21.118196,128.0,2010
45000000.0,11203026.0,6.0,154,"['Adventure', 'Action', 'Horror', 'Science Fiction']",1998-01-30,6.513856,106.0,1998
45000000.0,9323833.0,6.3,90,"['Drama', 'War']",2008-09-15,11.387408,160.0,2008
110.0,52313200.5,6.6,203,"['Action', 'Drama', 'Fantasy']",2006-12-21,9.950505,114.0,2006
45000000.0,42487390.0,5.0,332,"['Action', 'Crime', 'Thriller']",2008-08-21,14.813057,99.0,2008
40000000.0,8493890.0,6.3,80,"['Action', 'Comedy', 'Thriller']",2002-04-05,5.201688,85.0,2002
45000000.0,4607608.0,6.4,81,"['Drama', 'Romance']",2007-10-04,5.361699,139.0,2007
45000000.0,2154540.0,4.0,11,"['Action', 'Thriller']",1997-01-31,3.848893,103.0,1997
45000000.0,160078586.0,6.0,1007,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']",2011-09-15,35.6585,101.0,2011
65000000.0,73706.0,2.3,28,"['Animation', 'Action', 'Comedy', 'Family']",2012-06-15,5.258726,104.0,2012
44500000.0,232324128.0,7.1,3423,[],2012-10-11,62.01056,120.0,2012
44000000.0,368875760.0,7.2,1220,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",1993-08-06,54.884297,130.0,1993
40000000.0,136000000.0,5.5,858,['Action'],2010-03-16,33.747825,110.0,2010
44000000.0,165615285.0,7.3,715,"['Crime', 'Drama', 'Thriller']",1996-10-18,16.245068,147.0,1996
44000000.0,300400432.0,6.3,864,"['Action', 'Adventure', 'Thriller', 'War']",1985-05-21,38.653969,96.0,1985
44000000.0,52313200.5,5.5,89,[],1996-02-02,3.937352,118.0,1996
2600000.0,84300000.0,6.9,1355,[],1940-02-23,46.007991,88.0,1940
50000000.0,111340801.0,6.4,1528,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']",2006-01-12,49.020045,106.0,2006
40000000.0,34227298.0,5.6,685,"['Drama', 'Science Fiction', 'Thriller']",2015-11-10,24.821138,109.0,2015
43000000.0,80049764.0,7.0,302,['Drama'],2000-12-21,19.043286,136.0,2000
43000000.0,52313200.5,6.0,208,"['Comedy', 'Drama']",2000-04-06,5.418921,103.0,2000
45000000.0,50871113.0,6.6,518,"['Action', 'Crime']",2005-02-02,25.999888,104.0,2005
43000000.0,68696770.0,5.3,280,"['Romance', 'Comedy']",2002-04-12,18.65632,84.0,2002
42000000.0,270248367.0,6.6,501,"['Drama', 'Mystery', 'Thriller']",1993-06-30,23.736535,154.0,1993
44000000.0,48190704.0,6.8,566,['Drama'],2010-05-01,21.75433,99.0,2010
40000000.0,51070807.0,6.3,1045,"['Action', 'Thriller', 'Crime']",2011-01-13,44.094856,93.0,2011
42000000.0,201585328.0,6.7,4074,"['Action', 'Comedy', 'Crime']",2012-03-12,62.714026,109.0,2012
42000000.0,363889678.0,7.0,1262,"['Romance', 'Comedy', 'Drama']",1999-05-13,28.969151,124.0,1999
45000000.0,224834564.0,6.5,1150,"['Animation', 'Comedy', 'Family']",2000-06-21,31.789029,84.0,2000
42000000.0,171963386.0,5.8,773,"['Comedy', 'Romance']",2004-01-16,33.238296,90.0,2004
40000000.0,70100000.0,5.4,134,[],1992-06-30,6.420434,117.0,1992
43000000.0,158674180.0,6.5,1575,"['Action', 'Comedy', 'Crime']",2013-06-27,37.654688,117.0,2013
24000000.0,73100172.0,6.0,593,['Comedy'],2012-10-11,26.799913,105.0,2012
42000000.0,63781810.0,6.1,184,"['Drama', 'Mystery', 'Thriller', 'Crime']",2002-04-03,14.046705,115.0,2002
42000000.0,52313200.5,6.5,47,"['Comedy', 'Drama', 'Romance']",1996-11-15,3.844926,104.0,1996
32000000.0,55157539.0,6.1,305,[],2002-01-25,14.733513,119.0,2002
42000000.0,52313200.5,5.4,518,['Comedy'],2009-07-08,16.122168,83.0,2009
32000000.0,156167015.0,5.9,541,[],1989-07-07,28.22119,133.0,1989
42000000.0,89162162.0,5.6,922,"['Fantasy', 'Thriller', 'Horror']",2011-03-11,45.151657,100.0,2011
60000000.0,56359980.0,5.7,191,"['Action', 'Crime', 'Thriller']",2001-03-01,15.205371,120.0,2001
48000000.0,20915465.0,4.0,232,"['Adventure', 'Comedy', 'Family', 'Fantasy']",1993-05-28,14.587367,104.0,1993
42000000.0,24127895.0,7.0,1335,"['Crime', 'Drama', 'Thriller']",2005-09-16,34.828241,122.0,2005
31000000.0,177394432.0,7.2,635,"['Drama', 'Adventure', 'Action', 'History']",2002-12-19,23.607392,99.0,2002
40000000.0,36893721.0,5.3,388,"['Action', 'Comedy', 'Crime']",2012-01-26,19.438503,104.0,2012
44000000.0,12342632.0,6.1,2304,"['Action', 'Comedy']",2014-12-25,74.168016,112.0,2014
42000000.0,11087569.0,6.3,136,"['Adventure', 'Fantasy', 'Action', 'Western', 'Thriller']",2010-12-02,7.349497,100.0,2010
33000000.0,14000000.0,6.8,148,"['Action', 'Comedy', 'Crime']",2009-10-28,7.663515,100.0,2009
41000000.0,215000000.0,6.8,1626,['Drama'],2002-11-08,32.798571,110.0,2002
24000000.0,52313200.5,5.3,125,"['Adventure', 'Comedy', 'Animation']",2015-04-08,5.794466,100.0,2015
65000000.0,117487473.0,6.6,907,"['Adventure', 'Drama', 'Romance', 'Action']",2001-05-11,36.670399,132.0,2001
41000000.0,52313200.5,5.3,281,"['Thriller', 'Fantasy', 'Action', 'Comedy']",2003-08-15,14.653718,88.0,2003
40000000.0,672806292.0,7.7,3147,"['Mystery', 'Thriller', 'Drama']",1999-08-06,73.085576,107.0,1999
42000000.0,46221189.0,6.2,925,"['Action', 'Thriller', 'Crime']",2012-01-13,34.041407,102.0,2012
41000000.0,7448385.0,5.6,248,['Comedy'],2011-10-13,9.419726,100.0,2011
8000000.0,90815558.0,6.9,891,['Drama'],1984-06-22,28.456572,126.0,1984
40000000.0,251171807.0,6.8,2807,"['Drama', 'Crime']",2013-12-12,49.664128,138.0,2013
40000000.0,317375031.0,6.7,1804,"['Comedy', 'Romance', 'Drama']",2009-06-01,36.238968,108.0,2009
70000000.0,177841558.0,6.2,278,"['Crime', 'Drama', 'Mystery', 'Thriller']",1999-09-24,19.439386,105.0,1999
40000000.0,332000000.0,7.4,3829,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",1989-11-20,43.345252,108.0,1989
38000000.0,197011982.0,4.7,511,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",2003-07-25,21.998734,84.0,2003
40000000.0,152266007.0,7.0,509,"['Crime', 'Drama', 'Thriller']",1996-07-24,25.219805,149.0,1996
40000000.0,190212113.0,6.0,699,['Comedy'],2003-12-24,26.516624,98.0,2003
40000000.0,149295601.0,7.4,1526,"['Action', 'Drama', 'Thriller', 'War']",2013-12-24,37.084384,121.0,2013
40000000.0,107458785.0,6.7,354,['Comedy'],1992-07-01,21.661028,128.0,1992
40000000.0,320170008.0,7.0,1949,['Horror'],2016-05-13,68.794673,134.0,2016
40000000.0,224920315.0,7.1,3391,['Drama'],2010-09-30,69.27822,120.0,2010
40000000.0,177259441.0,6.2,959,[],2009-02-06,26.253357,129.0,2009
45000000.0,178262620.0,5.3,750,['Comedy'],2006-04-13,32.549282,83.0,2006
40000000.0,161834276.0,5.7,736,"['Horror', 'Mystery']",2000-02-03,24.992057,116.0,2000
40000000.0,244527583.0,7.1,2900,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",1990-05-25,45.769562,118.0,1990
40000000.0,111811453.0,5.9,944,['Comedy'],2015-03-26,36.301202,100.0,2015
40000000.0,215862692.0,7.1,1056,"['Romance', 'Horror']",1992-11-13,45.022964,128.0,1992
40000000.0,129540499.0,6.6,560,"['Romance', 'Drama']",2009-08-06,22.853006,123.0,2009
40000000.0,95020213.0,6.8,787,['Drama'],2013-04-12,31.884559,128.0,2013
40000000.0,128798265.0,7.0,767,"['Thriller', 'Crime', 'Drama']",1999-12-25,31.385257,139.0,1999
40000000.0,169837010.0,5.4,1127,['Comedy'],2014-11-12,67.767785,110.0,2014
40000000.0,120455994.0,6.7,542,"['Adventure', 'Drama', 'Family']",2006-02-17,24.287306,120.0,2006
35000000.0,194564672.0,7.1,1881,['Comedy'],2015-09-24,53.114573,121.0,2015
40000000.0,124827316.0,6.1,555,"['Action', 'Comedy']",2016-01-14,25.136082,102.0,2016
40000000.0,75505856.0,7.1,732,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",1992-09-25,37.776566,112.0,1992
40000000.0,124731534.0,7.2,467,[],2004-10-29,21.743321,152.0,2004
40000000.0,158733820.0,7.2,2691,"['Action', 'Thriller', 'Crime']",2005-04-01,66.003433,124.0,2005
40000000.0,151161491.0,6.2,716,"['Drama', 'Action', 'Thriller', 'Crime']",2008-02-01,24.862767,90.0,2008
41000000.0,91636986.0,6.5,515,['Comedy'],2009-03-20,25.391899,105.0,2009
40000000.0,141069860.0,5.7,731,"['Comedy', 'Romance']",2001-11-01,29.854773,114.0,2001
40000000.0,138259062.0,5.4,371,"['Comedy', 'Crime']",2006-01-26,17.61292,104.0,2006
57000000.0,147845033.0,5.8,441,"['Action', 'Comedy', 'Crime', 'Romance']",2001-03-01,21.021809,123.0,2001
20000000.0,136267476.0,6.1,1350,['Comedy'],2009-03-11,52.571674,102.0,2009
40000000.0,196781193.0,6.2,1437,"['Comedy', 'Romance']",2014-04-16,34.519636,109.0,2014
40000000.0,186167139.0,5.4,831,"['Horror', 'Mystery']",2009-08-26,32.478077,82.0,2009
40000000.0,165478348.0,7.2,2583,"['Thriller', 'Drama']",2015-10-15,48.445978,104.0,2015
40000000.0,91753202.0,6.0,457,"['Action', 'Drama', 'Thriller', 'War']",2001-11-17,24.012986,106.0,2001
40000000.0,90029656.0,5.9,612,['Comedy'],2010-06-04,17.869443,109.0,2010
50000000.0,170128460.0,5.9,297,"['Drama', 'Romance', 'Comedy']",2004-10-15,14.231899,107.0,2004
40000000.0,54682547.0,6.2,511,"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']",1998-07-10,23.088571,110.0,1998
40000000.0,87840042.0,5.0,336,[],1997-07-31,19.833664,96.0,1997
35000000.0,75395048.0,7.3,453,"['Action', 'Adventure', 'Drama', 'Thriller']",2002-01-23,26.595983,131.0,2002
40000000.0,85412898.0,7.0,902,"['Crime', 'Drama', 'Thriller']",2011-03-17,26.072228,119.0,2011
30000000.0,130786397.0,6.5,1265,"['Action', 'Mystery', 'Thriller']",2011-02-16,38.643914,113.0,2011
40000000.0,109676311.0,8.0,4391,"['Drama', 'Mystery', 'Thriller']",2006-10-19,74.440708,130.0,2006
42000000.0,107670357.0,6.1,1536,['Comedy'],2014-11-26,82.185281,108.0,2014
40000000.0,74597643.0,5.7,332,"['Animation', 'Comedy', 'Adventure', 'Family', 'Science Fiction']",2013-02-14,18.14218,89.0,2013
40000000.0,120175290.0,7.3,1221,"['Action', 'Adventure', 'Drama', 'Thriller']",2006-12-07,41.570047,139.0,2006
40000000.0,191185897.0,6.2,440,"['Action', 'Adventure', 'Thriller']",1987-06-29,23.331459,130.0,1987
40000000.0,126248813.0,6.0,1206,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",2010-07-03,47.649554,107.0,2010
